onset,offset,species,individual,clustername,filename,channelIndex
201.59393995467119,201.8282013846712,Unknown,Unknown,B,audio.wav,0
201.84694229467118,202.05309235467118,Unknown,Unknown,C,audio.wav,0
202.10931510467117,202.25924241467118,Unknown,Unknown,A,audio.wav,0
202.27798333467118,202.5216152246712,Unknown,Unknown,B,audio.wav,0
202.5684675046712,202.74650619467118,Unknown,Unknown,C,audio.wav,0
202.75587665467117,203.01824945467118,Unknown,Unknown,B,audio.wav,0
203.0276199146712,203.25251088467118,Unknown,Unknown,C,audio.wav,0
203.25251088467118,203.50551323467118,Unknown,Unknown,B,audio.wav,0
203.65256938467118,203.81186715467118,Unknown,Unknown,U,audio.wav,0
203.81473832467117,204.01151792467118,Unknown,Unknown,C,audio.wav,0
204.09585204467118,204.2926316446712,Unknown,Unknown,C,audio.wav,0
204.3394839346712,204.50815216467117,Unknown,Unknown,A,audio.wav,0
204.5268930746712,204.7611545046712,Unknown,Unknown,B,audio.wav,0
204.8454886246712,205.0328977746712,Unknown,Unknown,A,audio.wav,0
205.0516386846712,205.3140114846712,Unknown,Unknown,B,audio.wav,0
